symbol,t,date,final_state,final_score,final_band,caps,weakest_lens,agreement_count,why_not_higher,trend,zone,location,regime,extension,false_high_self_flag
WMT,700,2020-10-13,Mixed,50,45-69,severe;weakzone;agree3,Extension,3,capped by severe (<= 50),Clean,Weak,Upper,Trend,Severe,False
WMT,720,2020-11-10,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,NearResistance,Chop,Severe,False
WMT,740,2020-12-09,Mixed,50,45-69,severe;weakzone;agree3,Extension,3,capped by severe (<= 50),Clean,Weak,Lower,Trend,Severe,False
WMT,760,2021-01-08,Mixed,50,45-69,severe;weakzone;agree3,Extension,2,capped by severe (<= 50),Weak,Weak,Upper,Range,Severe,False
WMT,780,2021-02-08,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Severe,False
WMT,800,2021-03-09,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Extended,False
WMT,820,2021-04-07,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Clean,Broken,NearSupport,Trend,Normal,False
WMT,840,2021-05-05,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
WMT,860,2021-06-03,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
WMT,880,2021-07-01,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Normal,False
WMT,900,2021-07-30,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,4,capped by chop (<= 44),Range-bound,Broken,NearSupport,Chop,Normal,False
WMT,920,2021-08-27,Unclear,44,0-44,chop,Chop/Regime,5,capped by chop (<= 44),Clean,Fresh,Mid,Chop,Stretched,False
WMT,940,2021-09-27,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Normal,False
WMT,960,2021-10-25,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Range-bound,Broken,NearResistance,Trend,Severe,False
WMT,980,2021-11-22,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Normal,False
WMT,1000,2021-12-21,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
WMT,1020,2022-01-20,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Normal,False
WMT,1040,2022-02-17,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Normal,False
WMT,1060,2022-03-18,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,4,capped by chop (<= 44),Range-bound,Broken,NearSupport,Chop,Normal,False
WMT,1080,2022-04-18,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
WMT,1100,2022-05-16,Unclear,44,0-44,chop,Chop/Regime,5,capped by chop (<= 44),Clean,Fresh,NearResistance,Chop,Normal,False
WMT,1120,2022-06-14,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Severe,False
WMT,1140,2022-07-14,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearSupport,Trend,Severe,False
WMT,1160,2022-08-11,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,Upper,Chop,Stretched,False
WMT,1180,2022-09-09,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
WMT,1200,2022-10-07,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Stretched,False
WMT,1220,2022-11-04,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Range-bound,Broken,NearSupport,Trend,Normal,False
WMT,1240,2022-12-05,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Clean,Broken,Upper,Chop,Severe,False
WMT,1260,2023-01-04,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Stretched,False
WMT,1280,2023-02-02,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Range,Stretched,False
WMT,1300,2023-03-03,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
WMT,1320,2023-03-31,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Severe,False
WMT,1340,2023-05-01,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Upper,Trend,Severe,False
WMT,1360,2023-05-30,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Stretched,False
WMT,1380,2023-06-28,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearResistance,Chop,Severe,False
WMT,1400,2023-07-27,Mixed,50,45-69,severe;agree3,Extension,3,capped by severe (<= 50),Mixed,Fresh,Upper,Range,Severe,False
WMT,1420,2023-08-24,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearSupport,Chop,Extended,False
WMT,1440,2023-09-22,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearResistance,Chop,Severe,False
WMT,1460,2023-10-20,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Extended,False
WMT,1480,2023-11-17,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,NearSupport,Expansion,Normal,False
WMT,1500,2023-12-18,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
WMT,1520,2024-01-18,Mixed,50,45-69,broken;extended;agree3,Zone,2,capped by broken (<= 50),Mixed,Broken,Upper,Range,Extended,False
WMT,1540,2024-02-15,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,NearResistance,Chop,Severe,False
WMT,1560,2024-03-15,Mixed,50,45-69,severe;weakzone;agree3,Extension,3,capped by severe (<= 50),Clean,Weak,Upper,Trend,Severe,False
WMT,1580,2024-04-15,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,NearResistance,Chop,Severe,False
WMT,1600,2024-05-13,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,1,capped by chop (<= 44),Weak,Weak,Upper,Chop,Severe,False
WMT,1620,2024-06-11,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Upper,Trend,Severe,False
WMT,1640,2024-07-11,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Clean,Weak,Upper,Chop,Severe,False
WMT,1660,2024-08-08,Mixed,50,45-69,severe;weakzone;agree3,Extension,3,capped by severe (<= 50),Clean,Weak,Lower,Trend,Severe,False
WMT,1680,2024-09-06,Mixed,50,45-69,severe;weakzone;agree3,Extension,3,capped by severe (<= 50),Clean,Weak,Upper,Trend,Severe,False
WMT,1700,2024-10-04,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearResistance,Chop,Severe,False
WMT,1720,2024-11-01,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Clean,Weak,Upper,Chop,Severe,False
WMT,1740,2024-12-02,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Upper,Trend,Severe,False
WMT,1760,2024-12-31,Mixed,50,45-69,severe;weakzone;agree3,Extension,4,capped by severe (<= 50),Clean,Weak,NearSupport,Trend,Severe,False
WMT,1780,2025-01-31,Mixed,50,45-69,severe;agree3,Extension,4,capped by severe (<= 50),Clean,Fresh,Upper,Trend,Severe,False
WMT,1800,2025-03-03,Mixed,50,45-69,midrange;severe;weakzone;agree3,Extension,4,capped by severe (<= 50),Clean,Weak,Mid,Trend,Severe,False
WMT,1820,2025-03-31,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,Lower,Chop,Stretched,False
WMT,1840,2025-04-29,Unclear,40,0-44,broken;chop;contradictory;extended;agree3,Agreement,1,capped by contradictory (<= 40),Mixed,Broken,Upper,Chop,Extended,False
WMT,1860,2025-05-28,Unclear,44,0-44,chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Fresh,NearResistance,Chop,Severe,False
WMT,1880,2025-06-26,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Extended,False
WMT,1900,2025-07-25,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,Mid,Range,Extended,False
WMT,1920,2025-08-22,Mixed,65,45-69,agree3,Agreement,5,capped by agree3 (<= 69),Clean,Fresh,Lower,Trend,Normal,False
WMT,1940,2025-09-22,Unclear,44,0-44,chop;severe,Chop/Regime,4,capped by chop (<= 44),Clean,Fresh,NearResistance,Chop,Severe,False
WMT,1960,2025-10-20,Unclear,40,0-44,contradictory;severe;agree3,Agreement,3,capped by contradictory (<= 40),Mixed,Fresh,Upper,Range,Severe,False
WMT,1980,2025-11-17,Unclear,44,0-44,chop;extended;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Fresh,NearSupport,Chop,Extended,False
WMT,2000,2025-12-16,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Clean,Broken,Upper,Chop,Severe,False
WMT,2020,2026-01-15,Mixed,50,45-69,severe;agree3,Extension,4,capped by severe (<= 50),Clean,Fresh,Upper,Trend,Severe,False
WMT,2040,2026-02-13,Mixed,50,45-69,severe;weakzone;agree3,Extension,3,capped by severe (<= 50),Clean,Weak,Upper,Trend,Severe,False
WMT,2060,2026-03-16,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Weak,NearResistance,Chop,Severe,False
WMT,2080,2026-04-14,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Severe,False
WMT,2100,2026-05-12,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,1,capped by chop (<= 44),Mixed,Broken,Upper,Chop,Severe,False
